company_id,type,rule_id,text,confidence_pct
JIOFIN,pro,PRO_5,Operating profit margin above 25% (84.0%) indicates strong pricing power and cost discipline,88
JIOFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
JIOFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
JSWENERGY,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
JSWENERGY,pro,PRO_5,Operating profit margin above 25% (46.9%) indicates strong pricing power and cost discipline,88
JSWENERGY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
JSWSTEEL,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
JSWSTEEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
JSWSTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
JSWSTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
KOTAKBANK,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
KOTAKBANK,pro,PRO_5,Operating profit margin above 25% (83.7%) indicates strong pricing power and cost discipline,88
KOTAKBANK,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LICI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LICI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LICI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
LICI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LODHA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LODHA,pro,PRO_5,Operating profit margin above 25% (25.8%) indicates strong pricing power and cost discipline,88
LODHA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
LODHA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
LT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
LT,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LT,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LTIM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
LTIM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
LTIM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
LTIM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
LTIM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
LTIM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
M&M,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
M&M,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
M&M,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
M&M,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
MARUTI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
MARUTI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
MARUTI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
MOTHERSON,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
MOTHERSON,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
MOTHERSON,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
MOTHERSON,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NAUKRI,pro,PRO_5,Operating profit margin above 25% (28.0%) indicates strong pricing power and cost discipline,88
NAUKRI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NAUKRI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NESTLEIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
NESTLEIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NESTLEIND,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NESTLEIND,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NHPC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
NHPC,pro,PRO_5,Operating profit margin above 25% (49.9%) indicates strong pricing power and cost discipline,88
NHPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NTPC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
NTPC,pro,PRO_5,Operating profit margin above 25% (28.8%) indicates strong pricing power and cost discipline,88
NTPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
NTPC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
NTPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
NTPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
ONGC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
ONGC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
ONGC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
PFC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PFC,pro,PRO_5,Operating profit margin above 25% (36.7%) indicates strong pricing power and cost discipline,88
PFC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
PFC,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
PIDILITIND,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PIDILITIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
PIDILITIND,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
PIDILITIND,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
PNB,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
POWERGRID,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
POWERGRID,pro,PRO_5,Operating profit margin above 25% (86.9%) indicates strong pricing power and cost discipline,88
POWERGRID,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
POWERGRID,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
RECLTD,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
RECLTD,pro,PRO_5,Operating profit margin above 25% (100.8%) indicates strong pricing power and cost discipline,88
RECLTD,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
RECLTD,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
RELIANCE,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
RELIANCE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
RELIANCE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBILIFE,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SBILIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SBILIFE,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SBILIFE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBIN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SBIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SBIN,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,92
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SHREECEM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SHREECEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SHREECEM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SHRIRAMFIN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% (28.9%) indicates strong pricing power and cost discipline,88
SHRIRAMFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SIEMENS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SIEMENS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SIEMENS,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SUNPHARMA,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% (26.8%) indicates strong pricing power and cost discipline,88
SUNPHARMA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SUNPHARMA,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
SUNPHARMA,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATACONSUM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TATACONSUM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TATACONSUM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATAMOTORS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TATAMOTORS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TATAMOTORS,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATAPOWER,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TATAPOWER,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATAPOWER,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TATAPOWER,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TATAPOWER,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TATASTEEL,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TATASTEEL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TATASTEEL,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TCS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TCS,pro,PRO_5,Operating profit margin above 25% (26.7%) indicates strong pricing power and cost discipline,88
TCS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TCS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TCS,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TECHM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TECHM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TECHM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TECHM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,85
TECHM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TITAN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TITAN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TITAN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TITAN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TORNTPHARM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% (31.4%) indicates strong pricing power and cost discipline,88
TORNTPHARM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TORNTPHARM,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TRENT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TRENT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TRENT,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
TVSMOTOR,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TVSMOTOR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
TVSMOTOR,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
